;PROFILE_NAME;REGION;MASTER_POLLUTANT;CATEGORY_LEVEL_1_Generation_Mechanism;CATEGORY_LEVEL_2_Sector_Equipment;CATEGORY_LEVEL_3_ Fuel_Product;SPECIES_NAME;WEIGHT_PERCENT
293;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Sulfate;5.046
297;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Vanadium;0.058
301;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Zinc;2.218
303;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Ammonium;0.023
306;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Elemental Carbon;3.259
315;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Antimony;0.809
316;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Arsenic;1.41
317;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Barium;0.042
318;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Cadmium;0.385
319;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Calcium;2.399
320;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Chromium;0.086
322;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Copper;1.057
325;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Nickel;0.119
328;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Nitrate;0.124
332;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Manganese;0.33
333;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Magnesium;0.362
334;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Lead;3.303
337;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Organic carbon;7.337
338;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Vanadium;0.061
342;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Sulfate;5.514
346;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Zinc;2.233
351;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Ammonium;0.022
354;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Elemental Carbon;4.406
362;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Arsenic;1.476
365;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Antimony;0.765
366;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Barium;0.052
367;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Cadmium;0.421
368;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Calcium;2.614
369;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Chromium;0.103
371;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Copper;1.056
375;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Organic carbon;8.768
377;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Lead;3.382
378;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Magnesium;0.389
379;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Manganese;0.337
382;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Nickel;0.126
383;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Nitrate;0.164
388;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Sulfate;6.169
392;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Vanadium;0.062
394;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Elemental Carbon;3.957
397;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Zinc;2.392
399;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Ammonium;0.022
412;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Antimony;0.828
413;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Arsenic;1.175
414;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Barium;0.054
415;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Cadmium;0.377
416;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Chromium;0.13
418;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Copper;1.134
423;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Calcium;2.945
425;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Organic carbon;8.321
427;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Nitrate;0.162
428;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Manganese;0.344
429;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Magnesium;0.393
430;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Lead;3.495
433;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Nickel;0.128
434;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Vanadium;0.059
437;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Sulfate;5.03
442;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Zinc;2.235
445;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Ammonium;0.03
448;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Elemental Carbon;4.582
457;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Chromium;0.071
461;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Antimony;0.806
462;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Arsenic;1.118
463;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Barium;0.039
464;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Calcium;2.804
466;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Copper;1.089
469;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Nitrate;0.134
472;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Lead;3.137
473;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Magnesium;0.367
475;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Manganese;0.345
476;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Organic carbon;8.187
479;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Nickel;0.113
481;Overall Composite;;PM;Miscellaneous;Miscellaneous;Miscellaneous;Cadmium;0.285
483;Onroad Gasoline Cold Start;;PM;Combustion;Mobile;;;
489;Onroad Gasoline Cold Start;;PM;Combustion;Mobile;;;
491;Onroad Gasoline Cold Start;;PM;Combustion;Mobile;;;
492;Onroad Gasoline Cold Start;;PM;Combustion;Mobile;;;
493;Onroad Gasoline Cold Start;;PM;Combustion;Mobile;;;
495;Onroad Gasoline Cold Start;;PM;Combustion;Mobile;;;
497;Onroad Gasoline Cold Start;;PM;Combustion;Mobile;;;
500;Onroad Gasoline Cold Start;;PM;Combustion;Mobile;;;
501;Onroad Gasoline Cold Start;;PM;Combustion;Mobile;;;
502;Onroad Gasoline Cold Start;;PM;Combustion;Mobile;;;
504;Onroad Gasoline Running;;PM;Combustion;Mobile;;;
506;Onroad Gasoline Running;;PM;Combustion;Mobile;;;
507;Onroad Gasoline Running;;PM;Combustion;Mobile;;;
512;Onroad Gasoline Running;;PM;Combustion;Mobile;;;
517;Onroad Gasoline Running;;PM;Combustion;Mobile;;;
521;Onroad Gasoline Running;;PM;Combustion;Mobile;;;
522;Onroad Gasoline Running;;PM;Combustion;Mobile;;;
524;Onroad Gasoline Running;;PM;Combustion;Mobile;;;
526;Onroad Gasoline Running;;PM;Combustion;Mobile;;;
528;Onroad Gasoline Running;;PM;Combustion;Mobile;;;
529;Onroad Gasoline Running;;PM;Combustion;Mobile;;;
530;Onroad Gasoline Running;;PM;Combustion;Mobile;;;
537;Onroad Diesel Non-DPF Idle;;PM;Combustion;Mobile;;;
539;Onroad Diesel Non-DPF Idle;;PM;Combustion;Mobile;;;
541;Onroad Diesel Non-DPF Idle;;PM;Combustion;Mobile;;;
545;Onroad Diesel Non-DPF Idle;;PM;Combustion;Mobile;;;
546;Onroad Diesel Non-DPF Idle;;PM;Combustion;Mobile;;;
548;Onroad Diesel Non-DPF Idle;;PM;Combustion;Mobile;;;
557;Onroad Diesel Non-DPF Start/Run;;PM;Combustion;Mobile;;;
563;Onroad Diesel Non-DPF Start/Run;;PM;Combustion;Mobile;;;
564;Onroad Diesel Non-DPF Start/Run;;PM;Combustion;Mobile;;;
566;Onroad Diesel Non-DPF Start/Run;;PM;Combustion;Mobile;;;
568;Onroad Diesel Non-DPF Start/Run;;PM;Combustion;Mobile;;;
569;Onroad Diesel Non-DPF Start/Run;;PM;Combustion;Mobile;;;
576;Onroad Diesel DPF;;PM;Combustion;Mobile;;;
581;Onroad Diesel DPF;;PM;Combustion;Mobile;;;
584;Onroad Diesel DPF;;PM;Combustion;Mobile;;;
586;Onroad Diesel DPF;;PM;Combustion;Mobile;;;
587;Onroad CNG Non-OCR;;PM;Combustion;Mobile;;;
593;Onroad CNG Non-OCR;;PM;Combustion;Mobile;;;
594;Onroad CNG Non-OCR;;PM;Combustion;Mobile;;;
596;Onroad CNG Non-OCR;;PM;Combustion;Mobile;;;
600;Onroad CNG Non-OCR;;PM;Combustion;Mobile;;;
601;Onroad CNG Non-OCR;;PM;Combustion;Mobile;;;
610;Onroad CNG OCR;;PM;Combustion;Mobile;;;
612;Onroad CNG OCR;;PM;Combustion;Mobile;;;
615;Onroad CNG OCR;;PM;Combustion;Mobile;;;
616;Onroad CNG OCR;;PM;Combustion;Mobile;;;
619;Onroad CNG OCR;;PM;Combustion;Mobile;;;
626;Nonroad Gasoline;;PM;Combustion;Mobile;;;
627;Nonroad Gasoline;;PM;Combustion;Mobile;;;
631;Nonroad Gasoline;;PM;Combustion;Mobile;;;
632;Nonroad Gasoline;;PM;Combustion;Mobile;;;
633;Nonroad Gasoline;;PM;Combustion;Mobile;;;
635;Nonroad Gasoline;;PM;Combustion;Mobile;;;
636;Nonroad Gasoline;;PM;Combustion;Mobile;;;
639;Nonroad Gasoline;;PM;Combustion;Mobile;;;
640;Nonroad Diesel Non-DPF;;PM;Combustion;Mobile;;;
647;Nonroad Diesel Non-DPF;;PM;Combustion;Mobile;;;
648;Nonroad Diesel Non-DPF;;PM;Combustion;Mobile;;;
652;Nonroad Diesel Non-DPF;;PM;Combustion;Mobile;;;
653;Nonroad Diesel Non-DPF;;PM;Combustion;Mobile;;;
656;Nonroad Diesel Non-DPF;;PM;Combustion;Mobile;;;
659;Nonroad Diesel DPF;;PM;Combustion;Mobile;;;
667;Nonroad Diesel DPF;;PM;Combustion;Mobile;;;
668;Nonroad Diesel DPF;;PM;Combustion;Mobile;;;
669;Nonroad Diesel DPF;;PM;Combustion;Mobile;;;
674;Nonroad Diesel Airport;;PM;Combustion;Mobile;;;
682;Nonroad Diesel Airport;;PM;Combustion;Mobile;;;
683;Nonroad Diesel Airport;;PM;Combustion;Mobile;;;
686;Nonroad Diesel Airport;;PM;Combustion;Mobile;;;
688;Nonroad Diesel Airport;;PM;Combustion;Mobile;;;
692;Nonroad Diesel Airport;;PM;Combustion;Mobile;;;
699;Nonroad Gas Turbine Aircraft;;PM;Combustion;Mobile;;;
700;Nonroad Gas Turbine Aircraft;;PM;Combustion;Mobile;;;
701;Nonroad Gas Turbine Aircraft;;PM;Combustion;Mobile;;;
702;Nonroad Gas Turbine Aircraft;;PM;Combustion;Mobile;;;
703;Nonroad Gas Turbine Aircraft;;PM;Combustion;Mobile;;;
705;Nonroad Gas Turbine Aircraft;;PM;Combustion;Mobile;;;
713;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
716;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
718;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
719;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
723;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
724;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
725;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
727;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
728;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
729;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
731;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
741;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
744;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
745;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
747;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
749;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
750;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
751;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
752;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
755;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
756;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
757;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
758;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
766;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
767;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
771;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
772;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
773;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
774;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
775;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
778;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
779;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
780;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
791;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
795;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
796;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
800;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
801;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
802;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
803;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
804;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
806;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
808;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
809;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
812;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
813;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
818;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
830;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
833;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
834;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
835;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
837;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
845;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
846;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
848;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
850;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
855;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
856;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
859;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
875;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
876;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
877;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
878;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
883;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
887;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
888;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
890;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
891;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
896;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
897;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
901;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
913;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
916;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
917;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
918;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
919;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
921;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
924;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
926;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
927;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
936;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
937;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
940;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
956;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
957;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
958;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
959;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
964;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
965;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
970;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
971;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
973;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
974;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
981;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
983;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
985;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
986;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
987;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
989;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
990;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
991;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
993;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
996;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
997;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1000;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1007;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1008;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1009;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1010;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1011;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1012;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1013;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1014;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1015;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1016;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1018;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1030;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1031;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1033;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1034;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1035;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1036;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1037;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1038;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1042;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1043;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1044;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1045;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1053;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1054;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1055;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1056;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1057;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1059;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1061;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1062;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1063;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1065;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1068;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1069;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1071;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1087;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1090;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1091;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1092;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1093;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1094;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1096;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1097;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1098;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1100;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1106;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1122;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1125;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1126;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1128;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1129;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1131;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1132;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1134;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1135;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1136;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1146;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1159;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1160;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1161;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1162;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1163;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1164;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1170;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1172;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1173;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1174;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1175;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1193;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1195;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1196;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1197;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1198;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1199;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1203;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1205;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1206;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1207;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1210;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1213;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1217;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1220;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1221;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1222;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1223;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1224;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1226;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1227;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1228;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1229;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1236;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1238;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1240;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1241;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1242;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1243;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1244;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1245;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1246;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1252;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1253;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1255;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1257;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1258;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1259;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1260;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1262;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1263;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1264;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1265;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1270;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1271;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1273;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1275;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1276;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1277;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1278;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1280;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1282;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1289;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1290;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1292;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
