;PROFILE_NAME;REGION;MASTER_POLLUTANT;CATEGORY_LEVEL_1_Generation_Mechanism;CATEGORY_LEVEL_2_Sector_Equipment;CATEGORY_LEVEL_3_ Fuel_Product;SPECIES_NAME;WEIGHT_PERCENT
80909;Soil Dust - Davenport, Iowa;;PM;Dust;Geological;Soil;Copper;0.014
80910;Soil Dust - Davenport, Iowa;;PM;Dust;Geological;Soil;Arsenic;0.008
80911;Soil Dust - Davenport, Iowa;;PM;Dust;Geological;Soil;Chromium;0.011
80914;Soil Dust - Davenport, Iowa;;PM;Dust;Geological;Soil;Lead;0.123
80915;Soil Dust - Davenport, Iowa;;PM;Dust;Geological;Soil;Manganese;0.07
80916;Soil Dust - Davenport, Iowa;;PM;Dust;Geological;Soil;Nickel;0.007
80918;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Zinc;0.027
80921;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Vanadium;0.025
80927;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Cadmium;0.053
80928;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Manganese;0.24
80929;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Magnesium;1.866
80930;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Lead;0.106
80932;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Copper;0.18
80933;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Calcium;0.795
80935;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Nickel;0.01
80940;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Vanadium;0.025
80943;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Manganese;0.24
80944;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Zinc;0.027
80945;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Cadmium;0.053
80946;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Nickel;0.01
80947;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Magnesium;1.866
80948;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Lead;0.106
80950;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Copper;0.18
80951;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Calcium;0.795
80959;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Zinc;0.027
80961;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Vanadium;0.025
80962;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Cadmium;0.053
80964;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Nickel;0.01
80966;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Calcium;0.795
80967;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Copper;0.18
80969;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Lead;0.106
80970;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Magnesium;1.866
80971;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Manganese;0.24
80972;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Manganese;0.24
80973;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Zinc;0.027
80974;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Vanadium;0.025
80982;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Magnesium;1.866
80983;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Lead;0.106
80985;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Copper;0.18
80986;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Calcium;0.795
80987;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Cadmium;0.053
80988;Soil Dust - Spokane, WA;;PM;Dust;Geological;Soil;Nickel;0.01
80996;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Zinc;0.081
80997;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Magnesium;0.904
80998;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Vanadium;0.033
80999;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Lead;0.205
81001;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Copper;0.007
81002;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Calcium;1.268
81003;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Cadmium;0.068
81006;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Manganese;0.097
81012;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Zinc;0.081
81013;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Manganese;0.097
81014;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Vanadium;0.033
81016;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Magnesium;0.904
81017;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Lead;0.205
81019;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Copper;0.007
81020;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Calcium;1.268
81021;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Cadmium;0.068
81028;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Vanadium;0.033
81029;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Zinc;0.081
81032;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Cadmium;0.068
81034;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Calcium;1.268
81035;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Copper;0.007
81037;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Lead;0.205
81038;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Magnesium;0.904
81039;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Manganese;0.097
81044;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Zinc;0.081
81045;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Vanadium;0.033
81049;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Calcium;1.268
81052;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Manganese;0.097
81053;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Cadmium;0.068
81054;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Copper;0.007
81056;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Lead;0.205
81057;Soil Dust - Boise, Idaho;;PM;Dust;Geological;Soil;Magnesium;0.904
81065;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Vanadium;0.05
81066;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Zinc;0.05
81073;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Calcium;1.8
81074;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Magnesium;0.6
81076;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Antimony;0.05
81077;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Cadmium;0.05
81079;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Chromium;0.05
81080;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Copper;0.05
81081;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Lead;0.2
81082;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Manganese;0.05
81084;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Nickel;0.05
81086;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Barium;0.2
81094;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Vanadium;0.05
81095;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Zinc;0.05
81101;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Calcium;1.8
81103;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Antimony;0.05
81105;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Cadmium;0.05
81107;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Chromium;0.05
81108;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Copper;0.05
81110;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Lead;0.2
81111;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Magnesium;0.6
81112;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Manganese;0.05
81114;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Nickel;0.05
81115;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Barium;0.2
81122;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Zinc;0.05
81130;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Calcium;1.8
81131;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Vanadium;0.05
81132;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Antimony;0.05
81134;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Cadmium;0.05
81136;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Chromium;0.05
81137;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Copper;0.05
81139;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Lead;0.2
81140;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Magnesium;0.6
81141;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Manganese;0.05
81143;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Nickel;0.05
81144;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Barium;0.2
81152;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Vanadium;0.05
81153;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Zinc;0.05
81157;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Chromium;0.05
81160;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Nickel;0.05
81162;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Manganese;0.05
81163;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Magnesium;0.6
81164;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Lead;0.2
81165;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Copper;0.05
81166;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Calcium;1.8
81167;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Cadmium;0.05
81168;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Barium;0.2
81169;Soil Dust - Bakersfield, CA;;PM;Dust;Geological;Soil;Antimony;0.05
81175;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Vanadium;0.006
81178;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Nickel;0.004
81179;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Manganese;0.11
81180;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Magnesium;1.4
81181;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Barium;0.06
81184;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Lead;0.02
81185;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Calcium;1.5
81187;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Copper;0.008
81189;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Manganese;0.11
81190;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Calcium;1.5
81195;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Nickel;0.004
81196;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Vanadium;0.006
81197;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Magnesium;1.4
81198;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Lead;0.02
81201;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Barium;0.06
81203;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Copper;0.008
81204;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Manganese;0.11
81205;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Copper;0.008
81206;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Vanadium;0.006
81211;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Nickel;0.004
81215;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Calcium;1.5
81216;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Barium;0.06
81217;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Lead;0.02
81218;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Magnesium;1.4
81219;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Manganese;0.11
81220;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Vanadium;0.006
81224;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Nickel;0.004
81225;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Magnesium;1.4
81227;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Copper;0.008
81229;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Calcium;1.5
81230;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Barium;0.06
81232;Soil Dust - Pasadena, CA;Pasadena, California, USA;PM;Dust;Geological;Soil;Lead;0.02
81237;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Sulfate;0.07
81240;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Vanadium;0.031
81241;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Zinc;0.011
81242;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Elemental Carbon;0.675
81243;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Lead;0.003
81245;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Calcium;1.8
81246;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Organic carbon;3.875
81247;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Chromium;0.026
81248;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Copper;0.03
81250;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Manganese;0.175
81251;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Magnesium;1.6
81253;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Nickel;0.007
81254;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Nitrate;0.025
81255;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Nitrate;0.1
81256;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Organic carbon;4.4
81257;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Zinc;0.009
81258;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Vanadium;0.024
81261;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Sulfate;0.1
81265;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Calcium;1.8
81268;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Elemental Carbon;0.6
81269;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Chromium;0.024
81270;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Copper;0.03
81272;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Lead;0.011
81273;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Magnesium;1.9
81274;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Manganese;0.16
81275;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Nickel;0.007
81277;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Elemental Carbon;0.675
81278;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Zinc;0.011
81279;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Vanadium;0.031
81282;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Sulfate;0.07
81286;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Copper;0.03
81287;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Calcium;1.8
81288;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Organic carbon;3.875
81289;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Chromium;0.026
81291;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Lead;0.003
81292;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Magnesium;1.6
81293;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Manganese;0.175
81294;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Nickel;0.007
81295;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Nitrate;0.025
81301;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Sulfate;0.06
81303;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Vanadium;0.033
81304;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Zinc;0.011
81307;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Elemental Carbon;0.7
81308;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Calcium;1.8
81309;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Magnesium;1.5
81310;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Chromium;0.026
81311;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Copper;0.03
81312;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Organic carbon;3.7
81313;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Lead;0
81315;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Manganese;0.18
81316;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Nickel;0.007
81317;Soil Dust - Medford, OR;;PM;Dust;Geological;Soil;Nitrate;0
81318;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Nitrate;0.007
81319;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Organic carbon;4.32
81320;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Zinc;0.041
81321;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Vanadium;0.019
81324;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Sulfate;0.003
81327;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Elemental Carbon;0.59
81328;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Calcium;1.282
81329;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Nickel;0.007
81330;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Manganese;0.114
81331;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Magnesium;1.34
81332;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Lead;0.033
81334;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Copper;0.02
81335;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Chromium;0.015
81341;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Sulfate;0
81344;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Vanadium;0.025
81345;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Zinc;0.041
81348;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Elemental Carbon;0.59
81349;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Copper;0.02
81350;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Calcium;0.93
81351;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Organic carbon;4.32
81352;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Chromium;0.03
81354;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Lead;0.006
81355;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Magnesium;1.76
81356;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Manganese;0.2
81357;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Nickel;0
81358;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Nitrate;0
81360;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Nickel;0.007
81365;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Sulfate;0.003
81368;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Vanadium;0.019
81369;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Elemental Carbon;0.59
81370;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Zinc;0.041
81371;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Organic carbon;4.32
81372;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Nitrate;0.007
81374;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Calcium;1.282
81375;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Chromium;0.015
81376;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Copper;0.02
81378;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Lead;0.033
81379;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Magnesium;1.34
81380;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Manganese;0.114
81381;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Elemental Carbon;0.59
81383;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Zinc;0.041
81384;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Vanadium;0.017
81387;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Sulfate;0.004
81391;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Copper;0.02
81392;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Organic carbon;4.32
81394;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Chromium;0.01
81396;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Lead;0.042
81397;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Magnesium;1.2
81398;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Manganese;0.085
81399;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Nickel;0.009
81400;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Nitrate;0.009
81401;Soil Dust - Portland OR;;PM;Dust;Geological;Soil;Calcium;1.4
81405;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Zinc;0.0305
81407;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Vanadium;0.0017
81410;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Sulfate;0.4428
81412;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Ammonium;0.0402
81416;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Sodium ion;0.1723
81424;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Elemental Carbon;0.4268
81428;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Potassium ion;1.4032
81433;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Arsenic;0.0009
81434;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Barium;0.0654
81435;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Cadmium;0
81436;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Calcium;5.4796
81437;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Chloride ion;0.1624
81438;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Chromium;0
81441;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Antimony;0.0025
81448;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Copper;0.0108
81450;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Lead;0.0026
81451;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Organic carbon;13.8925
81453;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Nitrate;0.0554
81454;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Nickel;0
81457;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Manganese;0.0755
81458;Dairy Soil;Central California;PM;Dust;Agriculture;Soil;Magnesium;0.9021
81461;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Elemental Carbon;0.675
81464;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Sulfate;0.07
81467;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Vanadium;0.031
81470;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Zinc;0.011
81472;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Nitrate;0.025
81473;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Nickel;0.007
81474;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Manganese;0.175
81475;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Magnesium;1.6
81476;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Lead;0.003
81478;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Copper;0.03
81479;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Chromium;0.026
81480;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Organic carbon;3.875
81481;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Calcium;1.8
81483;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Sulfate;0.1
81486;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Vanadium;0.024
81487;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Zinc;0.009
81489;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Elemental Carbon;0.6
81490;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Organic carbon;4.4
81492;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Chromium;0.024
81493;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Calcium;1.8
81494;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Copper;0.03
81496;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Lead;0.011
81497;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Manganese;0.16
81499;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Nickel;0.007
81501;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Magnesium;1.9
81502;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Nitrate;0.1
81503;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Elemental Carbon;0.675
81505;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Sulfate;0.07
81508;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Vanadium;0.031
81511;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Nitrate;0.025
81512;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Zinc;0.011
81513;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Calcium;1.8
81516;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Organic carbon;3.875
81517;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Chromium;0.026
81518;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Copper;0.03
81520;Soil Dust - Alabama;;PM;Dust;Geological;Soil;Lead;0.003
